Date,AAPL_Close,ABEV_Close,AMD_Close,AMRN_Close,BAC_Close,CHK_Close,CSCO_Close,ECA_Close,F_Close,FB_Close,FCX_Close,GE_Close,GM_Close,INTC_Close,LYG_Close,MSFT_Close,MU_Close,ORCL_Close,PBR_Close,PCG_Close,SIRI_Close,SWN_Close,T_Close,VALE_Close,X_Close,AAPL_Volume,ABEV_Volume,AMD_Volume,AMRN_Volume,BAC_Volume,CHK_Volume,CSCO_Volume,ECA_Volume,F_Volume,FB_Volume,FCX_Volume,GE_Volume,GM_Volume,INTC_Volume,LYG_Volume,MSFT_Volume,MU_Volume,ORCL_Volume,PBR_Volume,PCG_Volume,SIRI_Volume,SWN_Volume,T_Volume,VALE_Volume,X_Volume
2017-01-10,119.110001,5.06,11.44,3.03,22.940001000000002,6.92,30.379998999999998,12.79,12.85,124.349998,15.55,31.370001000000002,37.349998,36.540001000000004,3.27,62.619999,22.48,38.66,11.02,60.07,4.63,9.97,40.810001,8.96,35.5,24462100,13985600,29201600,1126200,100977700,28675800,21046000,8423600,58703500,17324600,44241200,27202500,34804500,15918800,4364600,18593000,20644300,11316600,14546600,1495400,20563000,15842900,21521900,30706200,14559200
2017-01-11,119.75,5.17,11.2,2.99,23.07,6.92,30.15,13.06,12.67,126.089996,15.87,31.469998999999998,37.950001,36.950001,3.29,63.189999,22.790001,39.110001000000004,11.54,60.880001,4.59,10.25,40.610001000000004,9.31,35.200001,27588600,19500000,39377000,2503200,92385600,31826700,22291300,8433300,49718700,18356500,29752300,28385100,19553900,22398400,6413000,21517300,20907700,10403100,24927700,2476000,32473100,9424400,24536400,46744100,15656200
2017-01-12,119.25,5.25,10.76,2.99,22.92,6.93,30.040001,13.04,12.59,126.620003,15.27,31.389999,37.509997999999996,36.709998999999996,3.31,62.610001000000004,22.309998999999998,39.200001,11.49,60.610001000000004,4.58,10.1,41.009997999999996,9.44,32.82,27086200,22514300,75244100,1855300,120474200,30604300,18611100,9752400,36493300,18653900,33940200,29916100,16830200,20391900,10529200,20968200,27592300,11526900,13129500,2495700,20030000,15800200,19900300,33624900,22577000
2017-01-13,119.040001,5.31,10.58,3.02,23.01,6.92,30.07,13.05,12.63,128.33999599999999,15.19,31.360001,37.34,36.790001000000004,3.26,62.700001,22.18,39.259997999999996,11.32,60.580002,4.61,10.04,40.959998999999996,9.58,32.700001,26111900,17484600,38377500,1948400,161930900,21300700,17136600,5370000,29197100,24884300,33977800,24323800,8748800,15072200,5156000,19422300,14025700,9455300,10234600,1684200,25423700,10932100,13932200,31394300,16648100
2017-01-17,120.0,5.34,9.82,2.92,22.049999,7.01,29.99,13.35,12.61,127.870003,15.06,31.27,37.310001,36.799999,3.31,62.529999,21.74,39.099998,11.27,61.779999,4.57,9.68,41.110001000000004,9.51,32.240002000000004,34439800,17519400,70275900,1436900,152156200,38357600,21922400,7265000,48991000,15294500,19272800,28717900,8219700,20163000,15577400,20620400,20053800,11075900,13711600,2504400,13000600,16266700,22493400,29994200,16253500
2017-01-18,119.989998,5.31,9.88,2.92,22.629998999999998,6.98,30.030001000000002,13.1,12.41,127.91999799999999,15.24,31.23,37.470001,36.759997999999996,3.25,62.5,22.32,39.189999,11.17,61.459998999999996,4.6,9.69,40.799999,9.94,34.93,23713000,16791600,51797600,1240900,124366000,29507200,15724000,8451500,33830800,13145900,18655600,24701400,11220100,15382500,5388200,19670100,19493400,10394000,17546400,2107800,20554300,13182700,19476500,42953800,32026900
2017-01-19,119.779999,5.36,9.77,2.88,22.530001000000002,6.62,29.98,13.07,12.43,127.550003,15.26,31.209999,37.299999,36.57,3.22,62.299999,21.709999,39.209998999999996,11.14,61.099998,4.59,9.51,41.0,9.8,33.209998999999996,25597300,13597600,46151300,1251400,75990800,62163900,16866000,9251000,30135600,12195500,13263700,37697900,8262700,13654500,20796200,18451700,31259000,12232400,11972800,1892400,14409600,13207800,16693300,22852100,18666100
2017-01-20,120.0,5.43,9.75,2.95,22.639999,6.69,30.1,13.22,12.36,127.040001,15.51,30.530001000000002,37.009997999999996,36.939999,3.27,62.740002000000004,21.959999,39.869999,11.2,61.360001000000004,4.59,9.41,41.450001,10.03,33.380001,32597900,9926000,27982100,1465900,102564900,32988700,22754400,8930200,29270000,19097200,17979900,83552700,14001500,23950900,4417100,30213500,19978700,25439100,13653800,1764000,15345100,14218800,25164900,27984600,14596700
2017-01-23,120.08000200000001,5.48,9.91,2.9,22.559998999999998,6.68,30.27,13.08,12.31,128.929993,15.72,29.75,36.650002,36.77,3.27,62.959998999999996,21.889999,39.68,11.33,60.990002000000004,4.59,9.19,42.0,10.51,32.799999,22050200,9669500,27905700,1180100,61385600,28938000,17155300,8118600,31670700,16593600,19894000,59093400,11624500,27752600,4302000,23097600,16070300,13251200,15275100,1917700,15005900,20054000,25211300,31544500,13062400
2017-01-24,119.970001,5.43,10.44,2.89,22.950001,6.91,30.6,13.55,12.61,129.369995,17.02,30.0,37.0,37.619999,3.26,63.52,22.85,40.099998,11.1,60.889998999999996,4.63,9.5,41.360001000000004,10.76,33.220001,23211000,12787000,43991200,1110500,98508700,36073300,24934200,10954500,34625200,15162700,56815400,33686500,11600300,35140900,4843800,24672900,29461400,12216500,22684600,1775800,20400600,18318000,28701000,41303800,26960000
2017-01-25,121.879997,5.48,10.35,2.88,23.370001000000002,7.13,30.700001,13.74,12.79,131.479996,16.5,30.370001000000002,38.279999,37.799999,3.34,63.68,23.559998999999998,40.150002,10.97,60.84,4.68,9.61,41.389998999999996,10.78,32.150002,32377600,9546500,61778100,1111400,99753300,48529800,23630500,8123400,46747800,18731300,70068300,38131700,20745200,32276400,4707600,23672700,31611800,13164800,17630700,1355100,16496400,11445800,21460500,31829000,23888000
2017-01-26,121.940002,5.44,10.52,2.89,23.440001000000002,7.12,30.74,13.43,12.37,132.779999,15.84,30.32,37.52,37.560001,3.38,64.269997,23.52,40.130001,10.91,60.759997999999996,4.75,9.79,41.77,10.62,33.540001000000004,26337600,9924500,35866600,840700,84146400,31722600,20116800,8919200,55672800,20020100,41495500,26767100,10813400,34144800,3872700,43554600,19379100,10556500,15483300,1569900,22979800,15874000,28137300,21797100,21203300
2017-01-27,121.949997,5.45,10.67,2.94,23.360001,6.92,30.98,13.0,12.49,132.179993,16.370001000000002,30.01,37.009997999999996,37.98,3.32,65.779999,23.969998999999998,40.23,10.79,60.619999,4.75,9.42,42.009997999999996,10.67,33.77,20562900,14695100,32719200,1055700,54590200,30486800,18461900,8951700,34613900,19539500,31577700,30005600,10228600,44368600,3450000,44818000,18626100,9232700,16342800,1375700,22676100,11147400,19018300,16642300,13888900
2017-01-30,121.629997,5.4,10.61,2.87,22.950001,6.46,30.83,12.67,12.37,130.979996,16.25,29.959999,36.330002,37.419998,3.29,65.129997,24.18,40.23,10.39,60.580002,4.76,9.13,41.82,10.31,33.0,30377500,11859000,37725000,1061200,91561200,56830500,15481800,14850700,39254200,18956100,27102300,26211800,11787700,23954700,5166000,31651400,30508100,10589600,17966400,1538800,23972100,19345000,15876100,21128200,16065000
